date,location,dish,qty_sold
2026-07-19,L1,Pasta Alfredo,8.0
2026-07-19,L1,Pasta Bolognaise,1.0
2026-07-19,L1,Pasticcio Poulet,10.0
2026-07-19,L1,Pasticcio Bolognaise,4.0
2026-07-19,L1,Pizza Bufallo M,13.0
2026-07-19,L1,Pizza Poulet Mexicain Haaar M,19.0
2026-07-19,L1,POULET BBQ M,15.0
2026-07-19,L1,Pizza Marinara M,13.0
2026-07-19,L1,Poke Bowl Nature,4.0
2026-07-19,L1,Poke Bowl Poulet Crousty,8.0
2026-07-19,L1,Sandwich Poulet Crousty,17.0
2026-07-19,L1,Sandwich le Grec Poulet,17.0
2026-07-19,L1,Tacos Poulet,48.0
2026-07-19,L1,Tacos Poulet Crousty,38.0
2026-07-20,L1,Hawai Tropical 33 cl,21.0
2026-07-20,L1,Schwepps Citron 33 cl,2.0
2026-07-20,L1,Coca 33 cl,1.0
2026-07-20,L1,Sprit 33 cl,1.0
2026-07-20,L1,Cheese Burger,1.0
2026-07-20,L1,Chicken Burger,12.0
2026-07-20,L1,Mexicain Burger,5.0
2026-07-20,L1,Crousty Atlas M,13.0
2026-07-20,L1,Crousty Atlas XL,3.0
2026-07-20,L1,Yaourt GREC,2.0
2026-07-20,L1,Dopamina Oreo,7.0
2026-07-20,L1,Frites Maison,51.0
2026-07-20,L1,Frites Maison Epicees,15.0
2026-07-20,L1,Jus de Citron,5.0
2026-07-20,L1,Jus de Mangue,10.0
2026-07-20,L1,Pasta Alfredo,12.0
2026-07-20,L1,Pasta Bolognaise,5.0
2026-07-20,L1,Pasticcio Poulet,11.0
2026-07-20,L1,Pasticcio Bolognaise,2.0
2026-07-20,L1,POULET BBQ M,19.0
2026-07-20,L1,Pizza Bufallo M,6.0
2026-07-20,L1,Pizza Poulet Mexicain Haaar M,16.0
2026-07-20,L1,Pizza Marinara M,15.0
2026-07-20,L1,Poke Bowl Nature,1.0
2026-07-20,L1,Poke Bowl Poulet Crousty,6.0
2026-07-20,L1,Sandwich Poulet Crousty,14.0
2026-07-20,L1,Sandwich le Grec Poulet,20.0
2026-07-20,L1,Tacos Poulet,39.0
2026-07-20,L1,Tacos Poulet Crousty,34.0
2026-07-21,L1,Hawai Tropical 33 cl,12.0
2026-07-21,L1,Poms 33 cl,2.0
2026-07-21,L1,Schwepps Citron 33 cl,1.0
2026-07-21,L1,Coca 33 cl,4.0
2026-07-21,L1,Mexicain Burger,5.0
2026-07-21,L1,Chicken Burger,15.0
2026-07-21,L1,Cheese Burger,4.0
2026-07-21,L1,Crousty Atlas XL,13.0
2026-07-21,L1,Crousty Atlas M,10.0
2026-07-21,L1,Dopamina Oreo,18.0
2026-07-21,L1,Yaourt GREC,2.0
2026-07-21,L1,Frites Maison,64.0
2026-07-21,L1,Frites Maison Epicees,19.0
2026-07-21,L1,Jus de Mangue,5.0
2026-07-21,L1,Jus de Citron,11.0
2026-07-21,L1,Jus D'Avocat,2.0
2026-07-21,L1,Pasta Alfredo,9.0
2026-07-21,L1,Pasta Bolognaise,3.0
2026-07-21,L1,Pasticcio Poulet,7.0
2026-07-21,L1,Pasticcio Bolognaise,2.0
2026-07-21,L1,Pizza Bufallo M,8.0
2026-07-21,L1,Pizza Marinara M,9.0
2026-07-21,L1,Pizza Poulet Mexicain Haaar M,13.0
2026-07-21,L1,POULET BBQ M,11.0
2026-07-21,L1,Poke Bowl Poulet Crousty,5.0
2026-07-21,L1,Poke Bowl Nature,2.0
2026-07-21,L1,Sandwich Poulet Crousty,19.0
2026-07-21,L1,Sandwich le Grec Poulet,10.0
2026-07-21,L1,Tacos Poulet Crousty,26.0
2026-07-21,L1,Tacos Poulet,63.0
2026-07-22,L1,Hawai Tropical 33 cl,8.0
2026-07-22,L1,Poms 33 cl,9.0
2026-07-22,L1,Sprit 33 cl,2.0
2026-07-22,L1,Coca 33 cl,5.0
2026-07-22,L1,Mexicain Burger,6.0
2026-07-22,L1,Cheese Burger,5.0
2026-07-22,L1,Chicken Burger,9.0
2026-07-22,L1,Crousty Atlas XL,9.0
2026-07-22,L1,Crousty Atlas M,10.0
2026-07-22,L1,Dopamina Oreo,17.0
2026-07-22,L1,Yaourt GREC,10.0
2026-07-22,L1,Frites Maison,56.0
2026-07-22,L1,Frites Maison Epicees,12.0
2026-07-22,L1,Jus de Mangue,13.0
2026-07-22,L1,Jus D'Avocat,1.0
2026-07-22,L1,Jus de Citron,1.0
2026-07-22,L1,Pasta Alfredo,8.0
2026-07-22,L1,Pasta Bolognaise,13.0
2026-07-22,L1,Pasticcio Poulet,7.0
2026-07-22,L1,Pasticcio Bolognaise,4.0
2026-07-22,L1,Pizza Poulet Mexicain Haaar M,18.0
2026-07-22,L1,POULET BBQ M,9.0
2026-07-22,L1,Pizza Bufallo M,11.0
2026-07-22,L1,Pizza Marinara M,6.0
2026-07-22,L1,Poke Bowl Nature,1.0
2026-07-22,L1,Poke Bowl Poulet Crousty,4.0
2026-07-22,L1,Sandwich le Grec Poulet,22.0
2026-07-22,L1,Sandwich Poulet Crousty,13.0
2026-07-22,L1,Sauce Algerienne,1.0
2026-07-22,L1,Sauce Biggy,1.0
2026-07-22,L1,Tacos Poulet Crousty,25.0
2026-07-22,L1,Tacos Poulet,43.0
2026-07-23,L1,Coca 33 cl,16.0
2026-07-23,L1,Sidi Ali 50 cl,5.0
2026-07-23,L1,Poms 33 cl,10.0
2026-07-23,L1,Sprit 33 cl,2.0
2026-07-23,L1,Schwepps Citron 33 cl,1.0
2026-07-23,L1,Hawai Tropical 33 cl,6.0
2026-07-23,L1,Cheese Burger,4.0
2026-07-23,L1,Chicken Burger,26.0
2026-07-23,L1,Mexicain Burger,3.0
2026-07-23,L1,Crousty Atlas M,15.0
2026-07-23,L1,Crousty Atlas XL,18.0
2026-07-23,L1,Dopamina Oreo,22.0
2026-07-23,L1,Yaourt GREC,5.0
2026-07-23,L1,Frites Maison,83.0
2026-07-23,L1,Frites Maison Epicees,16.0
2026-07-23,L1,Jus D'Avocat,4.0
2026-07-23,L1,Jus de Mangue,23.0
2026-07-23,L1,Pasta Alfredo,10.0
2026-07-23,L1,Pasta Bolognaise,4.0
2026-07-23,L1,Pasticcio Poulet,6.0
2026-07-23,L1,Pasticcio Bolognaise,5.0
2026-07-23,L1,POULET BBQ M,19.0
2026-07-23,L1,Pizza Marinara M,11.0
2026-07-23,L1,Pizza Poulet Mexicain Haaar M,18.0
2026-07-23,L1,Pizza Bufallo M,12.0
2026-07-23,L1,Poke Bowl Nature,1.0
2026-07-23,L1,Sandwich le Grec Poulet,33.0
2026-07-23,L1,Sandwich Poulet Crousty,22.0
2026-07-23,L1,Tacos Poulet,47.0
2026-07-23,L1,Tacos Poulet Crousty,46.0
2026-07-24,L1,Hawai Tropical 33 cl,14.0
2026-07-24,L1,Poms 33 cl,11.0
2026-07-24,L1,Sidi Ali 50 cl,6.0
2026-07-24,L1,Sprit 33 cl,1.0
2026-07-24,L1,Coca 33 cl,11.0
2026-07-24,L1,Schwepps Citron 33 cl,1.0
2026-07-24,L1,Mexicain Burger,3.0
2026-07-24,L1,Chicken Burger,21.0
2026-07-24,L1,Cheese Burger,9.0
2026-07-24,L1,Crousty Atlas M,13.0
2026-07-24,L1,Crousty Atlas XL,3.0
2026-07-24,L1,Dopamina Oreo,25.0
2026-07-24,L1,Yaourt GREC,7.0
2026-07-24,L1,Frites Maison,69.0
2026-07-24,L1,Frites Maison Epicees,23.0
2026-07-24,L1,Jus de Mangue,10.0
2026-07-24,L1,Jus D'Avocat,1.0
2026-07-24,L1,Pasta Alfredo,3.0
2026-07-24,L1,Pasta Bolognaise,1.0
2026-07-24,L1,Pasticcio Bolognaise,4.0
2026-07-24,L1,Pasticcio Poulet,4.0
2026-07-24,L1,Pizza Poulet Mexicain Haaar M,14.0
2026-07-24,L1,POULET BBQ M,15.0
